soc_code,official_soc_title,cip_code,cip_title
19-1042,"Medical Scientists, Except Epidemiologists",26.0902,Molecular Physiology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0903,Cell Physiology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0904,Endocrinology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0905,Reproductive Biology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0907,Cardiovascular Science.
19-1042,"Medical Scientists, Except Epidemiologists",26.0908,Exercise Physiology and Kinesiology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0909,Vision Science/Physiological Optics.
19-1042,"Medical Scientists, Except Epidemiologists",26.0910,Pathology/Experimental Pathology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0911,Oncology and Cancer Biology.
19-1042,"Medical Scientists, Except Epidemiologists",26.0912,Aerospace Physiology and Medicine.
19-1042,"Medical Scientists, Except Epidemiologists",26.0913,Biomechanics.
19-1042,"Medical Scientists, Except Epidemiologists",26.0999,"Physiology, Pathology, and Related Sciences, Other."
19-1042,"Medical Scientists, Except Epidemiologists",26.1001,Pharmacology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1002,Molecular Pharmacology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1003,Neuropharmacology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1004,Toxicology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1005,Molecular Toxicology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1006,Environmental Toxicology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1007,Pharmacology and Toxicology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1099,"Pharmacology and Toxicology, Other."
19-1042,"Medical Scientists, Except Epidemiologists",26.1102,Biostatistics.
19-1042,"Medical Scientists, Except Epidemiologists",26.1309,Epidemiology.
19-1042,"Medical Scientists, Except Epidemiologists",26.1401,Molecular Medicine.
19-1042,"Medical Scientists, Except Epidemiologists",26.1502,Neuroanatomy.
19-1042,"Medical Scientists, Except Epidemiologists",26.1503,Neurobiology and Anatomy.
19-1042,"Medical Scientists, Except Epidemiologists",26.1504,Neurobiology and Behavior.
19-1042,"Medical Scientists, Except Epidemiologists",26.1599,"Neurobiology and Neurosciences, Other."
19-1042,"Medical Scientists, Except Epidemiologists",30.1001,Biopsychology.
19-1042,"Medical Scientists, Except Epidemiologists",30.1101,Gerontology.
19-1042,"Medical Scientists, Except Epidemiologists",42.2709,Psychopharmacology.
19-1042,"Medical Scientists, Except Epidemiologists",45.0205,Forensic Anthropology.
19-1042,"Medical Scientists, Except Epidemiologists",51.1401,Medical Science/Scientist.
19-1042,"Medical Scientists, Except Epidemiologists",51.1402,Clinical and Translational Science.
19-1042,"Medical Scientists, Except Epidemiologists",51.1405,Tropical Medicine.
19-1042,"Medical Scientists, Except Epidemiologists",51.1499,"Medical Clinical Sciences/Graduate Medical Studies, Other."
19-1042,"Medical Scientists, Except Epidemiologists",51.2003,Pharmaceutics and Drug Design.
19-1042,"Medical Scientists, Except Epidemiologists",51.2004,Medicinal and Pharmaceutical Chemistry.
19-1042,"Medical Scientists, Except Epidemiologists",51.2005,Natural Products Chemistry and Pharmacognosy.
19-1042,"Medical Scientists, Except Epidemiologists",51.2010,Pharmaceutical Sciences.
19-1042,"Medical Scientists, Except Epidemiologists",51.2202,Environmental Health.
19-1042,"Medical Scientists, Except Epidemiologists",61.0101,"Combined Medical Residency/Fellowship Program, General."
19-1042,"Medical Scientists, Except Epidemiologists",61.0102,Diagnostic Radiology/Nuclear Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0107,Family Medicine/Psychiatry Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0109,Internal Medicine/Dermatology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0112,Internal Medicine/Family Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0113,Internal Medicine/Medical Genetics and Genomics Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0114,Internal Medicine/Neurology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0115,Internal Medicine/Pediatrics Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0117,Internal Medicine/Psychiatry Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0118,Medical Genetics and Genomics/Maternal-Fetal Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0119,Pediatrics/Anesthesiology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0123,Pediatrics/Psychology/Child-Adolescent Psychology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0124,Psychiatry/Neurology Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0125,Reproductive Endocrinology and Infertility/Medical Genetics and Genomics Combined Specialty Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0199,"Combined Medical Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0202,Critical Care Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0203,Geriatric Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0205,Hospice and Palliative Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0206,Integrative Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0208,Medical Toxicology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0209,Neuromuscular Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0210,Pain Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0212,Sleep Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0213,Sports Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0214,Surgery of the Hand Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0215,Telemedicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0216,Undersea and Hyperbaric Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0217,Wilderness Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0218,Women's Health Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0299,"Multiple-Pathway Medical Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0301,Allergy and Immunology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0399,"Allergy and Immunology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0499,"Anesthesiology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0502,Dermatopathology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0503,Pediatric Dermatology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0599,"Dermatology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0602,Disaster Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0603,Emergency Medical Services Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0699,"Emergency Medicine Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0799,"Family Medicine Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0804,Cardiovascular Disease Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0805,Clinical Cardiac Electrophysiology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0806,"Endocrinology, Diabetes, and Metabolism Fellowship Program."
19-1042,"Medical Scientists, Except Epidemiologists",61.0807,Gastroenterology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0808,Hematology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0809,Hematology-Oncology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0810,Infectious Disease Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0811,Interventional Cardiology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0812,Nephrology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0813,Medical Oncology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0814,Pulmonary Disease Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0816,Rheumatology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0818,Transplant Hepatology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0899,"Internal Medicine Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.0901,Clinical Biochemical Genetics Residency Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0902,Clinical Genetics and Genomics Residency Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0903,Laboratory Genetics and Genomics Residency Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0904,Medical Biochemical Genetics Residency Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.0999,"Medical Genetics and Genomics Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1099,"Neurological Surgery Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1103,Clinical Neurophysiology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1104,Epilepsy Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1105,Headache Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1106,Neurodevelopmental Disabilities Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1107,Vascular Neurology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1199,"Neurology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1299,"Nuclear Medicine Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1302,Gynecologic Oncology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1303,Maternal and Fetal Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1304,Reproductive Endocrinology/Infertility Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1399,"Obstetrics and Gynecology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1499,"Ophthalmology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1502,Musculoskeletal Oncology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1503,Orthopedic Sports Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1504,Orthopedic Surgery of the Spine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1505,Pediatric Orthopedics Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1599,"Orthopedic Surgery Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1699,"Osteopathic Medicine Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1702,Neurotology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1703,Pediatric Otolaryngology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1799,"Otolaryngology Residency/Fellowship Programs, Other."
19-1042,"Medical Scientists, Except Epidemiologists",61.1804,Blood Banking/Transfusion Medicine Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1805,Chemical Pathology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1806,Cytopathology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1807,Forensic Pathology Fellowship Program.
19-1042,"Medical Scientists, Except Epidemiologists",61.1808,Hematological Pathology Fellowship Program.
